"blackout shade","multi-use screwdriver","shovel","vacuum sealer","tool set","humidifier","air mattress","clothing iron","hairdryer","wireless receiver","fireextinguisher","toolbox","bike pump","snow shovel","coffee maker","pressure cooker","thermos","growler","travel mug","food thermometer","usb battery","blender","knife sharpener","electric kettle","electric toothbrush","toaster","carbonator","lumbar pillow","backpack","rainjacket","casserole pan","portable speaker","bluetooth keyfinder","smartphone tripod","portable gas grill","smart bathroom scale","christmas tree stand","drone for beginners","external harddrive","portable ice maker","cat bed","dog coat","bluetooth headphones","white noise machine","Amazon echo","sheet set","space heater","handheld vacuum","bath towel","sunrise alarm clock"
0,10,5,70,35,0,61,45,25,0,50,0,0,25,0,95,25,40,0,20,60,20,15,40,35,65,0,60,45,25,25,10,10,0,0,65,0,0,0,0,0,55,85,0,0,55,55,40,45,55
40,20,9,29,13,51,45,30,40,54,30,30,17,19,55,80,19,18,39,53,50,13,58,70,56,61,30,39,47,35,41,60,48,46,7,59,40,40,75,39,20,10,60,51,61,24,51,60,8,40
80,12,9,11,38,31,67,19,30,14,72,32,31,19,61,38,20,9,9,10,39,20,20,19,61,19,10,41,32,42,29,84,72,18,53,25,14,24,38,70,62,30,71,30,29,45,41,53,11,41
9,3,5,6,9,62,31,21,19,64,10,10,3,4,62,61,30,22,31,6,55,31,9,61,62,58,74,27,8,4,12,60,5,73,20,10,3,11,10,8,23,15,55,4,62,26,29,57,41,20
31,10,5,30,60,10,60,25,5,70,40,6,15,20,45,8,15,6,5,10,20,15,5,30,0,30,10,6,60,20,10,80,11,20,20,30,10,100,100,21,5,5,60,0,100,20,60,20,20,0
10,7,30,54,18,70,61,20,17,19,30,70,15,15,75,83,15,15,15,15,40,30,20,20,12,20,52,20,59,61,20,60,20,10,61,40,13,45,82,28,8,20,70,11,81,40,40,60,26,50
15,10,19,100,30,30,35,15,15,15,18,20,15,15,10,90,15,10,10,10,20,35,35,25,20,35,35,8,20,50,15,10,10,5,40,25,10,75,60,50,10,10,60,20,20,25,10,25,5,10
61,70,72,72,100,62,83,30,20,100,41,40,41,30,40,40,60,70,81,61,30,60,20,40,9,71,20,10,60,70,40,81,93,84,61,40,17,71,39,20,10,62,72,41,82,39,21,30,72,30
66,12,7,19,72,59,35,58,12,14,15,58,7,6,43,29,25,33,23,25,42,27,30,42,41,36,75,40,64,97,38,66,9,25,67,61,22,20,60,19,40,28,43,46,8,59,42,43,38,58
19,9,9,0,19,15,20,0,0,30,4,9,0,18,30,40,9,19,19,15,10,13,9,19,4,19,0,0,30,51,19,18,6,0,41,19,0,19,29,5,0,0,16,6,40,9,22,30,9,10
25,63,19,18,66,23,69,53,10,11,6,44,32,10,25,26,11,56,12,12,15,15,19,10,42,11,5,13,42,63,4,59,23,10,10,13,32,5,36,14,2,2,86,14,40,16,41,26,17,26
25,20,20,40,75,40,40,35,35,55,30,30,25,20,35,100,35,30,30,35,60,55,40,35,86,45,45,55,75,100,50,75,60,20,80,35,20,100,95,20,15,65,85,55,45,55,35,75,10,30
33,37,28,46,46,33,54,41,40,61,40,38,36,27,39,53,30,50,58,37,55,65,33,58,54,56,58,39,34,56,36,44,40,55,61,70,41,23,66,35,51,19,63,65,63,39,56,62,31,43
10,5,5,20,20,25,50,5,10,5,20,10,1,8,10,15,5,8,10,15,15,15,10,15,5,20,10,10,12,20,4,40,20,6,80,30,5,10,100,20,1,15,25,20,40,25,10,15,9,20
0,3,15,0,0,0,80,0,0,9,15,20,10,0,0,0,14,0,0,10,5,0,0,0,0,0,25,0,25,60,19,18,15,5,0,20,0,0,45,16,0,10,0,5,20,0,0,15,15,20
15,20,35,40,45,40,40,20,25,20,40,10,25,30,35,20,20,10,8,31,25,15,14,20,15,25,30,25,20,40,15,50,5,30,60,20,20,80,55,25,20,25,70,30,60,25,25,51,20,10
25,27,10,40,48,44,44,30,19,7,32,38,10,23,19,46,23,8,20,29,40,28,9,30,6,29,8,8,29,20,18,19,15,30,45,9,13,20,59,33,19,6,18,7,19,29,40,29,17,20
30,15,12,35,51,30,29,19,18,15,9,30,8,15,40,60,20,14,15,17,14,26,25,25,12,15,51,15,16,40,20,20,15,10,51,16,9,40,65,18,15,14,34,20,10,20,19,45,9,14
29,14,13,74,65,51,100,14,29,10,50,25,9,15,30,70,22,20,15,30,20,25,31,62,13,30,51,19,45,42,16,50,30,9,80,50,20,82,30,35,10,65,82,40,70,30,20,51,10,70
0,5,0,0,30,0,39,8,0,0,19,20,20,9,25,29,0,0,3,9,17,30,9,18,0,19,0,0,38,70,10,0,0,0,0,19,0,0,9,0,0,0,16,0,0,60,76,9,14,0
10,6,5,4,20,5,0,1,0,5,10,3,0,12,9,10,5,5,6,2,3,10,6,1,5,7,5,5,5,25,7,1,0,0,30,2,0,10,40,0,0,0,5,0,0,25,30,10,5,0
0,4,0,14,15,9,10,2,52,1,0,0,10,0,6,44,0,0,3,6,9,7,2,13,12,10,9,1,0,0,4,8,11,7,9,9,1,36,9,0,7,0,0,9,0,6,5,16,3,0
0,9,19,19,18,25,25,9,0,6,29,16,14,4,30,35,9,10,8,5,6,25,7,19,9,4,9,0,34,70,0,51,13,2,35,14,14,61,29,19,0,0,45,15,40,15,4,19,5,14
0,7,1,0,8,0,5,11,2,0,0,5,0,1,15,5,0,0,0,10,0,10,0,5,3,1,5,2,10,0,0,0,0,0,3,10,0,0,0,2,0,0,15,20,0,0,0,20,5,2
11,7,7,10,20,38,20,15,16,17,10,9,9,9,31,62,6,8,11,9,20,15,16,20,25,15,15,24,17,38,17,18,19,7,63,24,4,41,46,10,9,16,18,11,35,14,30,20,25,9
15,6,15,16,35,25,25,15,12,15,10,13,15,16,15,15,8,11,15,15,27,17,20,17,18,25,27,11,40,25,10,20,25,15,35,20,10,25,50,13,16,12,26,15,35,15,20,16,7,15
30,6,18,0,10,40,10,11,61,0,15,0,8,7,100,90,20,3,4,0,16,4,6,7,9,30,0,7,5,15,11,21,0,0,61,25,3,17,19,4,0,0,70,9,60,30,31,6,9,8
25,20,35,60,65,30,40,45,30,30,45,10,30,30,25,55,20,15,25,25,25,30,15,45,15,40,30,15,35,65,20,30,10,10,60,40,25,70,85,25,25,30,25,5,30,55,30,20,20,40
20,24,25,14,71,40,30,15,0,9,15,66,0,0,15,30,36,16,10,14,20,9,9,0,14,20,0,10,24,75,19,20,9,15,66,30,0,85,40,10,10,0,80,0,80,20,10,40,10,5
0,2,4,0,5,4,13,17,15,0,0,10,0,4,17,0,0,5,6,0,0,6,3,9,6,4,0,11,18,18,6,0,0,0,22,15,12,0,0,5,14,0,0,0,0,19,0,16,10,0
17,30,25,50,50,65,80,25,20,30,85,70,15,11,65,45,15,25,20,20,25,60,30,50,25,55,40,24,45,75,20,80,35,30,35,80,20,65,90,85,15,25,65,75,50,85,30,50,20,35
67,15,15,30,50,45,56,25,15,17,19,40,15,20,10,20,10,30,36,19,30,49,30,25,35,20,50,15,50,70,20,30,20,7,57,20,15,20,40,13,5,9,42,11,38,30,25,26,43,20
21,9,0,39,51,0,0,0,0,27,12,20,0,0,0,51,2,0,3,10,24,6,30,7,30,9,7,0,10,51,0,13,18,51,13,26,0,95,13,0,0,0,42,9,70,6,12,4,7,4
13,5,4,1,21,11,9,7,11,7,9,7,2,0,22,98,0,2,10,0,12,24,0,16,20,9,1,1,7,23,9,10,30,1,0,20,0,0,100,0,0,0,52,25,92,25,5,20,31,51
0,10,10,10,20,0,50,20,5,10,25,10,5,15,30,30,5,0,5,0,15,10,5,5,10,5,5,8,40,40,20,20,10,0,20,20,5,30,60,10,0,0,50,25,10,20,35,20,6,10
41,20,5,20,25,18,30,5,10,5,22,5,5,5,5,40,5,5,11,16,20,9,5,6,8,15,1,5,40,60,10,15,5,5,40,5,5,5,40,5,3,0,15,4,4,20,20,6,5,3
38,0,5,65,0,15,82,30,29,13,20,0,5,2,51,64,0,1,1,6,40,20,0,22,8,29,7,13,9,31,13,36,25,0,10,33,0,0,25,41,30,2,67,30,61,49,42,43,43,0
11,9,14,25,41,20,40,15,20,10,14,20,5,13,20,21,8,9,7,9,10,15,30,9,9,15,15,12,20,22,13,72,62,10,31,25,6,41,16,40,20,4,19,5,60,9,60,20,6,9
25,10,15,20,25,0,34,10,10,30,0,5,0,0,25,30,5,20,4,10,20,0,10,35,0,30,0,20,10,20,20,20,0,0,25,40,0,30,60,0,15,0,35,5,15,30,25,20,20,0
21,16,14,27,32,67,41,17,26,14,27,14,13,22,24,42,12,22,14,13,8,64,8,22,17,22,10,24,32,53,13,23,7,14,23,32,12,46,47,24,0,12,45,12,45,16,42,26,13,6
0,21,0,0,80,31,50,25,29,70,50,23,26,0,0,40,21,51,10,0,100,100,30,100,35,100,100,23,24,0,40,100,100,25,40,0,50,100,0,85,0,0,100,100,100,0,75,39,10,0
22,9,21,18,25,19,35,20,13,15,23,42,15,13,15,22,19,17,15,11,14,10,13,19,16,16,32,13,20,24,13,15,23,16,39,21,9,26,58,26,9,12,18,21,22,30,20,17,14,30
72,68,88,77,84,79,83,89,92,92,83,85,92,73,86,87,81,81,88,78,64,67,92,88,81,78,89,83,84,70,83,89,92,85,75,93,86,77,82,79,92,76,96,83,88,98,87,90,85,91
40,0,5,0,9,30,51,5,14,62,41,0,0,9,46,51,10,24,10,19,51,60,9,14,0,25,25,42,40,9,30,61,51,0,70,36,0,0,60,8,0,0,39,9,39,0,4,10,9,19
4,4,14,0,11,59,44,39,9,4,34,44,9,0,0,9,4,4,4,9,9,4,14,9,5,29,24,14,9,19,4,4,4,19,49,39,19,39,9,9,0,0,9,0,74,34,19,14,9,24
51,20,51,100,60,50,75,50,50,30,40,50,30,60,70,50,40,30,50,20,20,51,30,50,50,51,50,30,100,70,40,30,70,20,50,50,51,51,70,100,40,30,30,50,30,50,50,40,20,51
26,6,0,8,19,18,51,32,3,14,20,5,16,5,9,80,20,20,31,24,18,19,41,40,15,30,13,30,41,29,31,32,23,7,30,60,6,17,61,6,30,6,41,35,30,41,26,27,18,40
60,10,20,10,15,50,14,20,10,15,16,30,0,10,0,10,6,5,18,15,25,15,15,50,25,10,5,20,8,40,20,25,16,20,50,20,15,0,35,8,0,10,25,10,20,55,40,30,25,5
98,39,69,97,88,86,100,71,27,79,89,51,90,51,100,100,25,84,85,31,100,97,37,99,32,94,90,21,89,82,92,86,80,93,65,98,74,63,93,100,98,25,78,70,92,100,93,99,90,80
27,37,27,35,66,75,100,47,55,46,57,69,27,19,72,76,58,51,34,43,57,45,30,88,19,51,35,25,25,72,11,51,42,24,85,76,16,97,100,42,27,13,98,39,60,30,44,42,7,27
20,10,15,15,20,18,30,18,15,8,35,15,15,15,0,30,10,5,10,5,15,15,10,5,18,25,5,13,18,25,20,8,10,6,10,20,8,10,60,15,0,0,25,12,25,20,12,20,20,30
36,34,65,37,34,37,40,67,28,37,66,38,33,40,24,39,29,65,71,30,62,66,41,27,35,39,35,61,40,33,31,41,33,40,68,38,23,41,35,34,34,25,60,38,41,65,75,69,37,35
40,5,0,20,25,20,30,5,12,10,20,0,0,10,10,10,20,12,10,1,25,15,0,20,25,12,30,20,0,40,20,20,0,0,40,20,0,0,30,10,0,0,25,30,0,20,10,30,20,15
49,35,29,39,39,49,69,39,24,24,49,24,19,59,39,34,29,29,19,9,34,19,19,39,59,39,44,29,59,89,24,19,9,24,88,79,19,74,99,79,14,14,59,39,4,49,19,44,14,29
32,43,29,58,59,36,72,69,71,83,45,41,67,59,66,41,66,70,61,75,79,40,66,46,100,41,39,72,69,80,57,39,43,71,76,38,83,78,72,76,69,33,53,43,67,45,69,38,80,43
20,0,0,29,19,40,0,0,30,0,0,0,10,0,10,20,0,30,2,5,40,20,10,2,0,10,10,0,31,41,20,10,21,20,30,0,40,51,19,19,0,0,31,20,61,4,9,20,0,20
45,35,45,55,45,40,100,25,35,40,66,75,20,20,80,60,30,25,20,40,25,40,40,45,45,45,70,40,55,65,20,35,35,20,65,50,30,55,100,45,30,40,60,25,50,30,35,40,35,30
40,10,25,60,70,65,80,30,35,40,40,35,25,15,75,60,40,20,20,20,25,50,35,55,45,45,40,25,35,50,20,45,40,30,55,25,20,50,70,50,15,30,60,35,75,85,65,90,45,20
5,8,15,10,30,25,45,10,20,45,5,20,5,5,25,40,5,5,15,6,15,15,3,25,10,20,10,30,8,85,10,15,1,15,35,15,0,25,35,5,10,0,50,25,50,60,30,10,10,10
20,10,15,10,30,30,60,20,20,15,6,5,5,0,15,12,15,10,15,7,25,25,10,40,7,20,25,15,30,65,15,10,2,0,40,20,5,10,100,30,0,0,25,5,10,25,20,30,5,20
29,35,37,66,43,59,35,42,31,34,66,45,43,42,38,63,25,33,37,43,16,66,32,27,22,77,35,44,60,65,44,20,41,37,87,53,44,34,33,54,40,39,79,62,53,37,49,65,31,44
46,20,40,68,76,78,94,65,44,31,77,55,30,26,60,63,30,25,20,35,73,46,35,59,25,48,82,35,66,73,70,50,57,40,77,75,17,94,99,43,30,30,67,66,73,75,53,61,35,57
20,11,10,31,30,32,31,40,40,40,32,27,32,40,41,21,11,9,20,28,27,22,18,24,20,36,38,22,40,30,27,18,26,51,26,40,38,28,30,26,10,11,51,25,23,32,31,32,16,23
15,5,13,0,40,3,38,2,2,12,15,11,0,11,0,10,0,0,15,0,32,5,19,10,0,0,0,12,0,20,18,18,8,0,0,20,8,0,0,0,0,0,8,0,26,21,24,31,26,24
30,4,5,3,9,29,56,19,20,16,55,10,2,10,40,30,8,9,6,9,20,20,10,8,10,20,2,8,19,40,20,18,9,1,19,30,3,30,71,10,1,30,23,9,61,20,17,40,9,4
30,8,9,20,60,40,59,5,30,31,22,33,0,0,27,61,10,15,40,19,13,19,19,10,20,30,0,27,22,71,31,30,18,0,7,31,9,20,28,0,0,0,25,25,0,20,35,9,34,20
15,0,5,30,5,20,30,15,10,5,0,0,0,5,0,30,10,10,10,15,30,10,20,0,10,0,20,0,15,61,20,10,10,0,25,40,0,20,60,20,0,20,25,10,40,30,10,15,20,10
24,15,25,40,60,85,70,35,30,65,30,35,20,15,20,55,15,15,12,15,30,20,20,35,10,30,20,40,15,80,30,40,20,30,80,30,25,50,65,40,20,20,65,15,85,45,35,45,15,10
25,10,20,30,35,0,0,19,0,14,14,0,5,20,30,51,8,15,18,24,13,15,5,13,20,0,15,0,0,51,15,30,13,0,0,20,0,0,35,5,0,0,0,14,25,30,0,40,9,30
15,10,12,35,35,40,40,20,15,10,25,20,15,10,10,35,20,0,10,15,15,20,10,25,30,0,40,25,25,30,15,30,25,20,45,20,0,20,25,15,0,15,35,0,25,15,45,30,10,0
30,5,10,10,10,50,85,20,5,25,10,5,5,20,25,75,15,10,5,30,30,40,30,25,65,5,5,25,15,65,5,5,25,20,10,40,5,10,100,10,30,10,50,25,10,75,30,55,5,5
92,87,82,75,89,83,90,82,87,85,87,75,61,82,69,86,86,82,78,90,88,90,83,79,96,88,82,74,87,91,84,87,90,87,86,88,85,81,92,92,92,84,93,78,89,88,91,85,80,93
53,10,22,40,40,25,60,15,30,22,85,30,25,35,45,40,10,13,12,13,30,35,40,11,15,39,45,30,80,45,36,25,50,15,75,34,19,65,100,50,15,14,60,29,70,12,35,25,20,25
5,2,7,0,16,15,3,4,2,1,0,5,0,0,12,40,20,5,10,3,10,10,5,15,5,0,20,6,13,7,3,10,5,10,30,15,0,60,20,10,0,0,25,5,50,0,5,4,3,15
22,4,13,46,27,30,15,0,0,0,0,8,5,0,18,34,0,0,0,8,7,29,5,5,0,3,12,16,0,0,7,19,20,11,39,29,0,26,41,14,0,8,7,0,36,21,7,36,17,0
25,25,20,40,30,30,55,20,20,35,40,25,30,30,30,65,15,40,10,20,30,10,20,30,45,15,70,20,40,55,20,35,50,20,75,30,15,50,60,80,20,15,20,30,70,35,30,30,20,25
26,20,33,11,21,44,61,18,23,19,29,32,33,9,66,45,25,29,11,9,44,41,17,41,39,22,44,31,59,42,17,26,26,23,41,41,17,71,56,26,20,27,36,12,31,24,44,33,27,23
40,5,10,15,20,25,60,10,5,20,10,10,10,5,45,20,20,10,10,20,10,15,15,10,5,15,40,20,10,15,15,10,5,10,20,20,5,30,25,20,10,0,20,10,39,15,50,10,10,40
62,70,46,50,69,61,25,62,60,69,75,71,25,77,62,24,61,35,59,62,56,62,61,61,64,57,45,60,68,54,51,60,40,88,63,71,62,30,66,74,57,41,30,64,81,38,43,61,37,64
85,81,18,54,71,62,71,21,37,65,84,74,70,68,58,11,66,72,20,2,13,11,84,53,17,22,65,26,3,20,4,21,21,6,84,74,66,68,19,25,35,19,43,5,72,27,82,74,87,76
0,3,19,0,0,29,21,10,2,17,24,10,15,12,0,20,5,0,15,9,30,9,20,14,2,0,0,16,12,72,10,19,14,9,0,23,19,0,51,40,9,5,30,39,11,9,19,20,2,0
40,8,10,50,49,80,70,20,15,30,20,30,9,14,40,70,15,20,17,14,25,40,30,49,9,30,20,20,10,85,19,45,50,19,50,19,4,80,100,19,9,20,70,39,49,35,29,24,7,5
2,3,2,10,5,2,1,1,5,2,6,1,1,1,6,4,2,2,1,5,10,5,5,4,5,6,5,5,1,2,10,1,1,2,10,10,1,9,20,10,3,0,20,3,1,1,3,5,1,4
55,30,35,45,40,55,30,25,15,25,25,40,20,25,45,65,30,50,15,35,70,55,50,60,60,35,35,15,40,60,45,50,55,25,75,35,10,65,85,40,25,60,75,15,55,50,85,40,40,25
0,31,0,11,50,50,0,20,30,10,30,20,9,70,50,60,45,20,40,70,60,15,40,40,60,50,63,50,50,80,80,20,40,10,34,0,56,50,100,50,40,0,0,0,50,60,51,20,80,80
30,14,20,40,70,51,51,30,19,23,28,20,19,20,60,81,15,20,20,19,40,29,15,29,30,40,50,20,30,60,10,24,20,19,60,29,15,30,34,50,30,15,40,22,29,30,35,61,20,25
30,10,6,0,20,20,0,0,10,15,0,20,0,0,0,25,0,0,0,0,30,20,10,0,5,0,5,9,9,10,10,20,15,0,30,30,0,10,0,20,0,0,30,10,40,15,0,30,15,10
5,10,22,1,15,30,5,1,0,0,60,21,0,20,20,1,15,0,1,15,9,1,0,20,1,1,0,10,30,90,5,10,15,1,1,45,2,0,85,1,10,0,0,20,5,1,25,30,10,40
26,7,19,92,51,26,28,18,6,17,10,17,11,14,40,29,13,26,15,10,28,22,14,31,14,16,21,23,23,29,12,25,18,11,40,19,14,100,14,41,14,21,50,13,29,23,14,29,8,17
16,4,3,30,25,45,19,15,0,15,16,20,0,20,23,5,15,9,10,11,10,25,13,15,20,10,55,14,14,50,20,10,0,0,0,20,8,19,50,20,0,0,24,15,30,26,20,20,20,19
30,5,5,30,25,15,45,15,25,5,10,10,0,0,20,35,15,10,5,15,20,10,5,15,20,0,5,5,20,30,15,10,5,0,5,25,0,20,60,10,5,0,20,0,50,35,20,30,10,20
60,15,4,76,41,41,57,40,39,30,20,30,21,15,80,81,40,19,15,26,25,25,19,45,14,35,40,40,60,70,15,39,30,10,40,19,10,39,92,23,20,15,35,15,30,70,60,65,20,26
15,20,20,20,15,25,30,25,15,14,15,20,9,12,17,14,26,7,6,8,15,16,6,25,25,42,10,20,20,50,8,40,10,15,20,27,15,30,45,15,10,4,45,8,50,5,30,21,10,16
17,11,19,31,25,42,55,39,21,51,55,24,9,13,54,41,16,24,28,41,38,31,22,41,29,29,2,28,26,31,28,15,28,31,32,22,10,35,65,8,25,5,27,26,53,38,44,23,14,23
8,13,15,15,25,10,38,18,20,23,25,8,10,15,35,31,12,7,10,22,17,24,15,25,61,23,12,20,25,45,32,10,5,2,15,15,10,30,10,15,16,24,60,11,14,20,55,36,10,13
5,0,13,18,0,24,9,9,0,0,0,12,2,0,5,39,5,10,14,0,30,11,0,4,4,9,30,14,10,24,23,1,0,0,20,21,2,9,40,14,0,0,29,0,0,5,8,40,30,9
70,30,29,61,40,61,60,40,61,30,61,10,70,40,62,30,31,40,60,29,39,30,30,60,60,60,60,62,60,60,30,60,30,29,29,29,20,70,70,40,50,30,100,30,11,40,70,31,61,60
19,12,40,81,51,51,40,39,20,9,29,40,4,18,20,91,10,4,5,3,39,28,81,50,41,40,2,41,51,39,8,19,10,19,72,10,5,20,84,9,1,5,51,40,92,16,29,40,29,4
25,8,12,65,75,40,85,15,50,60,20,20,15,15,70,65,30,20,15,60,15,40,10,25,10,28,20,15,20,20,10,50,40,30,60,35,10,100,55,65,20,20,30,50,35,10,25,25,10,15
10,20,20,40,51,60,20,25,20,60,40,80,10,10,100,100,10,20,15,20,30,30,51,60,100,20,20,40,30,40,25,30,80,25,100,100,15,100,100,40,20,31,100,30,40,40,65,40,5,25
20,15,20,40,25,25,40,20,20,30,20,20,20,20,50,50,20,20,15,20,20,20,25,30,30,30,60,15,20,30,15,30,30,15,40,30,15,30,70,30,25,15,40,20,60,25,20,40,20,30
33,15,35,20,60,75,44,24,28,41,50,60,13,15,80,20,6,8,8,14,28,25,30,30,12,23,30,12,18,40,20,20,15,15,30,15,8,100,60,40,15,30,70,40,100,30,30,40,10,26
35,15,30,60,40,80,80,60,40,25,50,45,15,25,40,45,30,25,30,25,30,40,25,40,30,30,60,20,55,40,30,30,50,15,70,30,40,80,60,25,40,20,30,40,30,50,50,20,40,50
19,4,1,17,5,29,17,9,11,1,1,0,0,1,2,60,2,3,11,5,40,16,41,14,14,12,8,4,7,1,38,4,9,3,89,10,3,6,8,18,0,1,62,3,23,31,10,50,10,5
5,0,1,20,1,0,25,19,15,5,35,5,35,0,15,14,13,0,2,11,60,20,9,15,25,19,20,25,5,14,30,30,1,40,55,35,15,45,55,3,3,5,45,0,40,9,43,19,15,15
15,9,9,83,51,72,99,26,31,31,41,63,19,31,40,40,30,5,5,10,15,30,19,82,10,31,30,29,9,35,20,42,31,50,100,51,0,82,13,24,40,21,31,20,51,30,41,21,10,30
11,6,13,36,37,51,80,28,28,37,52,39,31,20,100,61,79,18,13,11,8,69,17,38,38,39,37,15,23,26,4,29,30,16,100,52,21,88,100,28,12,37,31,52,50,52,52,100,28,16
19,18,5,40,21,45,7,14,19,29,35,14,6,10,19,44,18,22,17,23,33,24,30,45,49,21,10,15,12,19,46,14,18,42,16,40,4,83,60,38,4,40,63,20,33,40,41,71,19,37
18,10,7,23,21,32,17,25,15,36,27,6,3,2,24,57,22,13,16,16,36,13,12,16,43,44,11,22,56,79,5,17,27,4,60,58,5,39,83,46,5,1,45,27,69,45,38,48,9,15
91,49,41,100,100,100,100,40,51,83,30,100,100,51,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,70,100,100,100,100,100,100,100,80,100,100,100,100,100,33,100,39,100,81,51,82
44,4,18,28,12,2,8,19,7,20,6,13,14,14,0,30,31,30,30,11,54,35,2,0,9,0,20,9,20,34,4,15,9,8,20,53,10,31,19,17,3,3,44,26,13,16,30,45,16,15
20,20,0,80,80,50,40,0,0,0,70,0,0,0,70,70,0,0,0,80,30,40,25,0,0,10,26,0,0,70,40,0,0,0,20,30,0,20,90,0,0,0,0,0,0,70,60,30,39,50
31,5,18,40,62,60,19,10,11,20,19,10,5,10,20,30,10,10,10,6,40,20,40,20,40,10,40,6,61,59,31,31,40,40,82,62,20,41,100,42,40,10,61,40,82,61,21,20,29,41
41,58,3,31,38,66,56,59,63,63,33,55,2,7,62,73,29,58,56,38,60,42,46,60,68,39,34,60,64,63,39,42,44,59,13,64,9,10,59,15,5,51,57,43,67,39,75,75,37,5
31,21,20,61,38,40,40,21,17,63,44,31,8,12,41,70,20,20,15,62,45,27,19,20,47,22,41,61,11,17,32,31,94,18,40,39,20,51,71,19,71,26,85,29,62,30,61,88,20,31
31,6,28,53,19,15,40,29,0,20,30,35,10,0,0,61,0,28,13,16,20,13,17,30,62,25,55,31,44,71,26,6,17,9,10,10,0,20,82,35,10,0,51,20,1,31,25,30,20,15
30,12,12,53,23,14,60,16,21,15,10,8,0,15,45,95,5,12,5,11,27,10,7,70,67,25,10,30,16,20,13,16,7,0,80,19,18,0,85,25,0,5,15,0,65,40,25,45,15,24
27,8,14,27,20,22,50,10,15,15,29,20,9,21,40,63,5,12,6,21,20,19,5,19,17,20,18,62,29,40,16,9,21,10,84,31,14,67,100,42,19,9,12,35,31,19,39,65,11,11
20,3,20,62,0,21,100,0,0,72,10,31,0,9,51,51,5,0,5,0,20,20,15,19,19,15,4,0,21,19,14,15,0,0,0,40,0,10,82,61,10,15,31,9,31,31,61,19,10,9
18,15,13,31,44,48,39,14,14,19,42,49,15,10,24,60,20,12,9,18,22,34,19,40,24,24,39,30,38,39,17,9,29,14,59,39,12,59,49,34,34,20,45,24,23,38,29,35,21,25
20,19,10,20,71,45,40,15,0,30,26,30,0,10,20,80,20,10,10,15,30,25,30,45,25,8,5,10,10,60,15,45,0,15,15,40,20,60,100,10,0,10,70,30,50,63,60,35,10,70
35,10,5,65,5,15,45,10,1,35,25,30,1,10,25,45,5,1,30,20,30,1,15,55,65,9,1,3,15,25,25,1,5,15,1,55,1,10,80,25,1,1,35,1,1,1,5,5,25,1
15,5,8,15,15,39,23,15,20,18,10,19,7,0,30,25,6,31,10,16,10,18,10,40,13,31,13,26,31,45,9,20,13,5,35,25,3,28,33,8,9,3,25,20,29,18,26,12,8,20
19,14,7,40,30,30,20,10,10,20,26,19,9,14,30,48,10,17,10,19,25,17,19,5,40,25,31,20,9,40,25,30,35,25,20,40,10,55,14,25,6,15,40,25,23,25,25,30,5,25
20,10,15,40,22,55,35,22,25,35,35,45,20,20,40,40,20,15,18,12,12,14,9,25,40,60,35,15,55,65,22,25,16,12,55,30,15,45,90,80,13,20,65,30,60,35,30,25,16,35
5,8,15,25,35,20,15,9,0,5,15,15,20,20,25,45,20,10,12,3,15,12,10,30,10,30,15,15,30,25,0,0,5,5,0,8,0,25,40,10,5,0,10,3,0,15,35,30,13,10
20,14,16,51,10,70,30,10,10,19,30,30,10,20,100,71,10,61,20,30,20,50,20,30,10,30,51,5,51,70,20,20,50,5,40,51,10,100,90,20,5,6,70,5,70,30,51,40,20,40
10,1,25,0,20,31,15,0,0,0,25,5,10,12,10,40,5,0,0,20,0,0,25,6,31,20,0,20,15,30,20,0,10,16,20,30,0,15,0,0,13,0,4,0,11,24,15,20,15,6
5,30,35,0,86,0,10,0,25,0,80,15,0,60,85,0,5,5,5,5,0,65,10,15,80,20,0,35,30,90,70,10,0,0,30,15,19,50,20,10,0,0,0,15,0,65,25,75,55,0
10,5,5,20,30,25,35,20,25,60,15,20,0,0,40,30,15,30,20,25,40,25,0,30,65,5,40,5,35,85,5,40,30,25,0,30,0,45,60,25,0,0,40,25,60,20,45,30,10,60
18,7,7,19,5,30,9,30,8,3,12,15,5,11,9,30,23,52,15,40,33,29,13,19,20,6,12,6,38,55,39,8,10,19,76,5,9,6,41,100,5,5,53,16,19,12,15,15,7,39
45,16,35,50,28,45,60,30,51,49,50,40,0,35,40,70,15,24,20,25,40,29,26,31,25,35,25,30,60,78,24,45,21,25,65,37,23,49,45,29,25,35,70,37,50,20,40,41,15,34
20,0,0,20,0,0,0,25,20,0,40,40,0,20,35,35,0,0,0,0,40,25,0,15,30,30,0,10,10,40,20,0,15,0,0,30,0,0,100,0,0,0,35,0,0,30,30,25,10,20
32,33,9,61,41,40,60,9,25,31,11,28,5,0,25,75,15,40,20,15,39,20,40,7,60,25,20,20,15,73,25,20,24,16,28,70,20,30,55,61,15,30,40,30,30,25,0,61,10,34
60,29,5,68,50,32,20,23,25,50,15,21,5,6,35,60,22,15,20,40,60,35,20,30,65,20,45,35,30,77,55,30,9,10,45,37,25,14,100,19,0,0,68,65,60,30,80,90,4,12
30,9,23,51,30,22,51,29,29,36,27,19,29,24,41,83,22,24,30,19,27,29,40,40,66,32,71,34,51,40,21,24,31,10,51,65,27,29,19,29,12,30,39,41,23,36,37,51,30,26
